"R0000100","R0002300","R0365500","R0385200","R0530300","R0543950","R0587700","R0635500","R0682100"
3397,2,4528,1,-5,-5,-5,-5,-5
3398,2,-5,-5,13000,1,10000,15000,1
3399,1,10000,1,-5,-5,-5,-5,-5
3400,1,9000,1,14000,1,16000,16000,1
3401,1,-5,-5,-5,-5,-5,-5,-5
3402,1,-5,-5,8500,1,7000,6000,1
3403,1,8000,1,14000,1,15000,18636,1
3404,1,0,1,1500,1,12730,1800,1
3405,2,4160,1,-5,-5,5000,9000,1
3406,2,-5,-5,-5,-5,-5,-5,-5
3407,2,3744,1,11960,3,-5,8000,-5
3408,2,-5,-5,-5,-5,-5,-5,-5
3409,2,340,3,-5,-5,-5,-5,-5
3410,2,3276,1,7800,1,4000,4000,1
3411,2,2000,8,50000,1,3080,10000,1
3412,2,5000,1,8100,1,6000,7800,1
3413,2,6084,1,13520,1,12000,18000,1
3414,2,10000,3,900,1,15500,-5,-5
3415,2,7000,1,9000,1,16000,17000,1
3416,1,-5,-5,-5,-5,-5,-5,-5
3417,2,-5,-5,-5,-5,-5,-5,1
3418,2,-5,-5,-5,-5,-5,-5,-5
3419,2,-5,-5,-5,-5,-5,-5,-5
3420,2,-5,-5,0,6,0,0,6
3421,2,-4,1,-5,-5,-5,-5,-5
3422,2,5330,1,-5,-5,-5,-5,-5
3423,2,9000,1,13273,3,-5,-5,-5
3424,2,7800,1,11000,1,12000,11000,1
3425,2,6500,2,-5,-5,7000,-5,-5
3426,1,10000,1,14000,1,20100,20280,1
3427,1,5800,1,9200,1,12300,18796,1
3428,1,8000,1,10000,1,15600,8000,3
3429,1,2000,1,12600,1,18800,17500,1
3430,1,-5,-5,-5,-5,-5,-5,-5
3431,1,4700,1,-5,-5,-5,-5,-5
3432,1,-5,-5,-5,-5,-5,-5,-5
3433,1,4500,1,10400,1,19000,23500,1
3434,2,100,1,0,1,0,0,1
3435,2,-5,-5,10000,1,12000,10400,1
3436,2,5000,1,-5,-5,-5,-5,-5
3437,1,5328,1,14000,1,18056,25000,1
3438,1,8000,1,15000,1,20000,20000,1
3439,1,4000,1,14000,1,17500,94,1
3440,1,9500,1,13000,1,13000,-5,1
3441,1,6800,1,11000,1,14000,19000,1
3442,1,6000,1,15000,1,24000,0,1
3443,1,8500,1,12000,1,12000,18000,1
3444,1,9500,1,12204,1,-5,-5,-5
3445,2,-5,-5,-5,-5,-5,-5,-5
3446,2,615,1,-5,-5,-5,-5,1
3447,2,-5,-5,-5,-5,-5,-5,-5
3448,2,-5,-5,-5,-5,2500,-5,-5
3449,2,-5,-5,9000,1,10556,15500,1
3450,2,-5,-5,-5,-5,-5,-5,-5
3451,2,2500,1,6760,1,7384,8000,1
3452,2,-5,-5,-5,-5,-5,-5,-5
3453,2,9880,1,17000,1,18000,23000,1
3454,2,750,1,-5,-5,-5,-5,1
3455,2,-5,-5,12000,1,13100,24000,1
3456,2,-5,-5,7000,1,-4,11000,1
3457,2,-5,-5,-5,-5,-5,-5,-5
3458,2,300,1,7200,1,10000,-4,1
3459,2,700,4,13500,1,13000,14000,1
3460,2,4500,1,-5,-5,-5,-5,-5
3461,2,6000,1,11000,1,17000,17000,1
3462,2,4620,1,9152,1,6000,-5,1
3463,2,1560,1,2860,1,6240,6240,1
3464,2,5000,1,8320,1,16000,-4,-5
3465,2,4424,1,8000,1,10000,17186,1
3466,2,-4,1,3000,3,7108,-5,-5
3467,2,5369,1,8000,1,2700,5100,-5
3468,2,4000,1,8400,1,8000,11960,1
3469,2,8000,1,-5,-5,-5,-5,-5
3470,2,6448,1,2220,1,6860,9360,1
3471,2,6500,1,7000,1,6000,-5,-5
3472,1,0,2,13000,1,24000,33000,1
3473,1,-5,-5,-5,-5,-5,-5,-5
3474,1,7200,1,12000,1,15000,18000,1
3475,1,5000,1,7500,1,8500,12500,1
3476,1,4200,1,6000,1,7200,9500,1
3477,2,6000,1,9500,1,8000,-5,-5
3478,1,16000,1,0,1,0,0,1
3479,2,6000,1,4000,1,4000,-4,1
3480,1,5500,1,13000,1,10000,20000,1
3481,1,-5,-5,-5,-5,-5,-5,-5
3482,2,1000,1,17500,1,25800,-5,-5
3483,2,6000,3,14400,1,17680,16000,1
3484,2,5300,1,8500,1,10300,11600,1
3485,1,3200,1,10300,1,10400,4800,1
3486,2,3000,1,6000,1,14924,10824,1
3487,2,2200,1,2000,1,4000,3400,1
3488,2,700,1,1200,1,13000,20000,1
3489,2,150,1,5000,1,6760,6800,1
3490,1,4600,1,13200,1,19000,20000,1
3491,2,-5,-5,4800,1,5000,-1,1
3492,2,5000,1,8500,1,7000,13000,1
3493,2,-5,-5,0,3,-5,-5,1
3494,2,5000,1,5200,1,-5,-5,-5
3495,2,-5,-5,5000,1,7000,10679,1
3496,2,200,3,5500,1,8000,12000,1
3497,1,0,1,0,1,12000,0,1
3498,1,8000,1,13500,1,15000,16000,1
3499,2,4420,1,8164,1,5900,3000,1
3500,2,-4,4,12000,1,15000,21000,1
3501,2,5564,1,5200,1,5356,5600,1
3502,2,2080,1,2000,3,2080,2000,1
3503,2,5200,1,5000,1,8500,7000,1
3504,1,15000,1,18000,1,19000,27000,1
3505,1,12000,1,0,1,0,50000,1
3506,1,-5,-5,-5,-5,-5,-5,-5
3507,1,6437,1,-5,-5,-5,-5,1
3508,2,6240,1,4000,8,8000,0,2
3509,1,1500,1,14000,1,13500,19000,1
3510,1,-5,-5,23000,3,0,-5,-5
3511,1,13000,1,15000,1,19603,24000,1
3512,1,-5,-5,8000,1,12000,8000,-5
3513,1,-5,-5,13600,1,2000,12500,-5
3514,1,16000,1,20000,1,26000,25000,1
3515,1,4000,1,4000,1,-5,-5,-5
3516,1,5200,1,-5,-5,-5,-5,-5
3517,1,-5,-5,-5,-5,-5,-5,-5
3518,1,6000,1,-5,-5,-5,-5,-5
3519,1,-4,8,100,8,0,0,6
3520,1,8000,2,10000,3,14000,20000,1
3521,1,-5,-5,12000,1,13000,14000,1
3522,1,0,1,4000,1,3000,12000,1
3523,1,2933,3,11737,2,12565,16000,1
3524,1,0,8,0,8,0,0,6
3525,1,-5,-5,-5,-5,-5,-5,-5
3526,1,6500,1,10000,1,13800,18000,1
3527,1,7000,1,15000,1,24000,28000,1
3528,1,1000,1,6500,1,9600,10000,1
3529,1,-5,-5,-5,-5,-5,-5,-5
3530,1,12000,1,22000,1,26000,26000,1
3531,1,0,1,0,1,0,0,1
3532,1,4800,1,-5,-5,8320,11250,1
3533,1,12000,1,-1,1,21000,30000,-5
3534,1,9200,1,17000,1,24000,29500,1
3535,1,6000,1,15000,1,18000,7000,1
3536,1,3500,1,12000,1,15000,20800,1
3537,1,6000,1,9000,1,10000,14500,1
3538,1,12000,1,23000,1,29000,30000,1
3539,2,10000,1,4000,4,13200,20000,1
3540,2,8000,1,6000,1,11000,-5,-5
3541,1,1850,1,-5,-5,-5,-5,-5
3542,1,9400,2,16000,1,11000,20000,1
3543,1,3500,1,12000,1,-4,14000,2
3544,1,3000,1,10000,1,11000,-5,-5
3545,1,6500,3,13000,1,15000,18000,-5
3546,1,3000,1,-5,-5,-5,-5,-5
3547,1,-5,-5,-5,-5,-5,5500,1
3548,2,2935,8,0,6,0,0,6
3549,1,4200,1,10000,1,13520,14000,1
3550,1,4160,1,0,1,9500,7800,1
3551,1,7600,1,11500,1,14000,15000,1
3552,1,0,6,0,6,0,0,6
3553,1,8000,2,14000,1,13000,19000,1
3554,1,4656,1,5580,3,9139,10000,-5
3555,1,-5,-5,-5,-5,-5,-5,-5
3556,1,2000,3,4500,1,5000,-5,1
3557,1,0,3,3900,1,13000,13000,1
3558,1,1000,3,10200,1,11000,12800,1
3559,1,-5,-5,-5,-5,-5,-5,-5
3560,1,3000,4,-5,-5,-5,-5,-5
3561,1,13000,1,6000,1,13000,0,2
3562,1,8500,1,0,1,0,0,1
3563,1,-5,-5,-5,-5,-5,-5,-5
3564,1,9800,1,14000,1,20000,29000,1
3565,1,2850,4,20000,1,9000,45000,1
3566,1,2200,4,2100,1,13000,36000,1
3567,2,7400,1,2400,1,0,13000,-5
3568,1,9000,1,13000,1,14000,25000,1
3569,1,7000,1,9000,1,12000,18000,1
3570,1,1980,1,0,1,8000,0,1
3571,1,7920,1,12000,1,14000,17210,1
3572,1,4500,1,10000,1,-1,-4,1
3573,1,-5,-5,-5,-5,-5,-5,-5
3574,1,0,1,4500,1,14000,0,1
3575,1,-5,-5,-5,-5,-5,6000,1
3576,1,-5,-5,15000,2,19200,24000,1
3577,1,4500,1,-5,-5,900,0,8
3578,1,5500,2,2995,8,35000,40000,1
3579,1,15000,1,-5,-5,-5,-5,-5
3580,1,9800,1,8000,1,18000,15000,1
3581,1,16,3,10600,1,13000,17200,1
3582,1,1200,4,13000,1,15500,20000,1
3583,1,-5,-5,-5,-5,-5,-5,-5
3584,1,-5,-5,-5,-5,-5,-5,-5
3585,1,1500,1,-5,-5,0,-5,-5
3586,1,1050,1,7000,1,-5,-5,1
3587,1,4000,1,7832,1,11000,8000,1
3588,1,1500,1,1500,1,-5,7200,1
3589,1,-5,-5,17000,1,32000,38000,1
3590,1,6600,1,8000,1,17000,15000,1
3591,1,5000,2,-5,-5,-5,-5,-5
3592,1,-5,-5,-5,-5,7000,13000,-5
3593,1,7000,1,12480,1,13000,16800,1
3594,1,-5,-5,-5,-5,-5,-5,-5
3595,1,1800,3,6000,3,-5,-5,-5
3596,1,1000,1,10000,1,3720,16500,1
3597,1,-5,-5,12000,1,15000,18000,1
3598,1,7000,1,0,1,-1,13000,1
3599,1,8000,1,8000,1,14000,23000,1
3600,1,0,3,-5,-5,-5,-5,-5
3601,1,5600,1,-5,-5,-5,-5,-5
3602,2,1200,1,0,3,4000,8000,8
3603,1,6000,1,9900,1,14000,18000,1
3604,1,-5,-5,-5,-5,-5,-5,-5
3605,1,10000,1,12000,1,18000,32000,-5
3606,1,6240,1,-5,-5,-5,-5,-5
3607,1,4000,1,17000,1,15000,30000,1
3608,1,900,1,-5,-5,-5,-5,-5
3609,2,1892,1,9000,1,10100,14000,2
3610,1,-5,-5,-5,-5,-5,-5,-5
3611,2,-5,-5,-5,-5,-5,-5,-5
3612,1,-5,-5,-5,-5,-5,-5,-5
3613,1,-5,-5,-5,-5,-5,-5,-5
3614,1,640,1,12000,1,13000,21000,1
3615,1,3700,1,5000,1,10000,13000,1
3616,1,3000,1,0,6,0,0,6
3617,1,-5,-5,-5,-5,-5,-5,-5
3618,1,6000,1,-5,-5,-5,-5,-5
3619,1,15000,1,0,1,-1,0,-5
3620,1,6200,4,26000,1,36000,40000,1
3621,2,3000,1,6978,1,9000,-5,1
3622,2,-5,-5,-5,-5,-5,-5,-5
3623,2,6486,1,14000,1,14400,3500,1
3624,2,1100,1,5831,2,-5,-5,-5
3625,2,-4,8,5000,1,-4,0,-5
3626,1,14000,1,0,1,0,0,1
3627,1,0,1,50000,1,-4,50000,1
3628,1,3000,1,20000,1,27500,30000,1
3629,2,-5,-5,-5,-5,-5,-5,-5
3630,2,8000,1,-1,1,24000,50000,8
3631,2,-5,-5,-5,-5,-5,-5,-5
3632,1,5000,2,18000,2,0,0,1
3633,1,8000,1,15500,1,18500,30000,-5
3634,1,2500,1,4800,1,13440,15000,2
3635,2,-4,1,-5,-5,-5,-5,-5
3636,1,-5,-5,18000,1,22000,30000,1
3637,1,9000,1,16000,1,32000,41900,1
3638,2,-4,3,0,1,-4,0,6
3639,2,-5,-5,-5,-5,-5,-5,-5
3640,1,-5,-5,-5,-5,-5,-5,-5
3641,2,-5,-5,-5,-5,-5,-5,-5
3642,1,-5,-5,-5,-5,-5,-5,1
3643,1,-5,-5,-5,-5,-5,-5,-5
3644,3,10200,1,20000,1,25000,32000,1
3645,1,1500,3,-5,-5,-5,-5,-5
3646,1,11000,1,18000,1,17400,0,1
3647,3,5000,1,14000,1,22000,27000,1
3648,3,350,1,-5,-5,-5,-5,-5
3649,3,0,3,15000,1,10000,0,1
3650,1,10000,1,4400,1,6000,29400,1
3651,1,3000,1,18000,1,21000,27000,1
3652,1,-5,-5,-5,-5,-5,-5,-5
3653,1,14000,1,0,1,7000,17000,3
3654,1,7000,1,0,1,-5,-5,-5
3655,2,-5,-5,-5,-5,-5,-5,-5
3656,2,6000,1,10000,1,9000,13000,3
3657,1,6000,1,0,1,0,0,1
3658,1,9000,1,20500,1,24500,28000,1
3659,1,-5,-5,-5,-5,-5,-5,-5
3660,1,-5,-5,-5,-5,-5,-5,-5
3661,1,-5,-5,-5,-5,-5,-5,-5
3662,1,0,4,-5,-5,-5,-5,-5
3663,1,2600,4,2800,1,-5,13200,1
3664,1,6500,1,-5,-5,-5,-5,-5
3665,2,2000,1,24000,1,16000,18000,1
3666,2,2300,1,0,1,-5,-5,-5
3667,2,0,3,1608,3,7000,3500,-5
3668,2,-5,-5,-5,-5,-5,-5,-5
3669,1,10000,1,17000,2,16000,24000,1
3670,1,3200,1,14900,1,13000,17000,1
3671,1,-5,-5,28000,1,21000,40000,1
3672,1,1800,1,16000,1,9000,15000,1
3673,1,-5,-5,13000,2,40000,36000,1
3674,1,15000,1,17000,1,19500,-1,1
3675,1,6500,1,14000,1,17000,20000,1
3676,1,600,3,10000,1,14000,15000,1
3677,1,-5,-5,-5,-5,-5,-5,-5
3678,1,10995,2,17000,1,23000,27000,1
3679,1,7812,2,14000,1,11500,5000,1
3680,1,6000,3,15000,1,17000,22800,1
3681,1,2700,1,-5,-5,-5,-5,-5
3682,1,12000,1,18000,1,23000,26000,1
3683,1,2000,1,-5,-5,-5,-5,-5
3684,1,-5,-5,3000,1,17000,22000,1
3685,1,15000,1,32000,1,42000,0,1
3686,1,12000,1,21000,1,33000,-4,1
3687,2,-5,-5,-5,-5,-5,-5,-5
3688,2,-5,-5,-5,-5,-5,-5,-5
3689,2,-4,3,-5,-5,-5,-5,-5
3690,2,8000,1,10000,2,11000,9000,1
3691,2,10000,1,-5,-5,-5,-5,-5
3692,1,10000,1,-5,-5,-5,-5,-5
3693,1,390,1,-5,-5,-5,-5,-5
3694,1,7500,1,9000,1,-5,-5,-5
3695,1,12000,1,-5,-5,-5,-5,-5
3696,1,500,1,-5,-5,-5,-5,-5
3697,1,7800,1,13780,1,8165,17000,1
3698,2,-5,-5,-5,-5,-5,-5,-5
3699,2,-5,-5,-5,-5,-5,-5,-5
3700,2,-5,-5,-5,-5,-5,-5,-5
3701,2,-5,-5,-5,-5,-5,-5,-5
3702,1,-5,-5,12000,3,16950,21000,1
3703,2,-5,-5,-5,-5,-5,-5,-5
3704,2,-5,-5,-5,-5,-5,-5,-5
3705,2,350,1,-5,-5,-5,-5,-5
3706,1,0,6,-5,-5,-5,-5,-5
3707,1,7500,1,17000,1,15000,18000,1
3708,1,2400,1,7000,1,31200,10000,3
3709,1,6900,1,11700,1,20000,21000,1
3710,1,14000,1,-5,-5,-5,-5,-5
3711,2,-5,-5,11000,1,4000,10000,-5
3712,1,2800,1,-5,-5,-5,-5,-5
3713,1,7000,1,10000,1,12000,11000,-5
3714,1,4000,1,-5,-5,-5,-5,-5
3715,1,6000,1,11000,1,11000,10000,2
3716,1,700,4,14700,1,24000,34000,1
3717,1,10865,1,17784,1,14500,19500,1
3718,1,10000,1,20000,1,24000,30000,1
3719,1,6000,3,9000,1,21000,21000,3
3720,1,-5,-5,-5,-5,-5,-5,-5
3721,1,-5,-5,-5,-5,-5,-5,-5
3722,1,15000,1,26000,1,30000,0,1
3723,3,3800,1,7500,1,14100,11000,2
3724,1,-5,-5,-5,-5,-5,-5,-5
3725,1,-5,-5,-5,-5,-5,-5,-5
3726,2,8500,1,15000,1,19000,24000,-5
3727,2,10000,1,0,1,0,0,1
3728,1,-5,-5,13000,1,14000,17000,1
3729,1,8000,1,11700,1,19000,22200,1
3730,1,5000,1,5000,1,3000,9600,1
3731,1,3500,1,5500,3,15000,-5,-5
3732,1,2000,3,18000,1,14000,12000,1
3733,1,7500,1,17300,1,26000,29700,1
3734,1,15000,1,14000,1,14400,19000,8
3735,1,6500,1,6000,1,-5,-5,-5
3736,2,-5,-5,-5,-5,-5,-5,-5
3737,1,-5,-5,-5,-5,-5,-5,-5
3738,3,-5,-5,-5,-5,-5,-5,-5
3739,1,1700,4,8000,6,20000,20000,1
3740,1,-5,-5,0,8,-5,-5,-5
3741,1,-5,-5,-5,-5,-5,-5,-5
3742,1,300,1,-5,-5,12500,17700,-5
3743,1,540,1,-5,-5,-5,-5,-5
3744,1,10000,1,19400,1,22000,28200,1
3745,1,240,1,1680,8,9000,6000,3
3746,1,4000,1,15000,1,15600,23000,2
3747,1,2700,3,2500,3,-5,-5,-5
3748,1,2000,2,10000,1,-5,-5,-5
3749,1,-5,-5,-5,-5,-5,-5,-5
3750,1,10000,1,16000,1,18000,21996,1
3751,1,9500,1,-5,-5,25000,45000,1
3752,1,6000,1,10355,1,17000,14000,1
3753,2,12000,1,18000,1,18000,28000,1
3754,1,-5,-5,11500,1,16000,27000,1
3755,1,8212,3,-5,-5,-5,-5,1
3756,1,2890,1,8000,1,18000,22000,1
3757,1,6500,1,15000,1,0,0,1
3758,1,210,1,2000,1,1500,0,1
3759,1,-5,-5,-5,-5,-5,-5,-5
3760,1,6000,3,-5,-5,-5,-5,-5
3761,1,1300,1,-5,-5,0,0,1
3762,1,6000,1,7000,1,15400,17990,1
3763,1,3000,1,3600,8,5000,0,1
3764,1,16500,1,33400,1,36000,36000,1
3765,1,2400,1,28000,1,43000,-4,1
3766,1,12000,1,13700,1,16500,18011,1
3767,1,9000,1,13000,1,-5,-5,-5
3768,1,-5,-5,0,8,0,27000,3
3769,1,1600,1,-5,-5,16000,10000,1
3770,1,13000,1,21000,1,28000,23750,1
3771,2,960,1,0,1,66,6200,-5
3772,1,-5,-5,-5,-5,-5,-5,-5
3773,1,14700,1,30000,1,36000,50000,1
3774,1,7000,1,15000,1,18000,26000,2
3775,1,1600,4,4000,1,10000,-1,1
3776,1,1500,1,-5,-5,-5,-5,-5
3777,1,8000,1,16000,1,18000,24000,1
3778,1,8000,1,7000,1,13200,15000,1
3779,1,12000,1,20000,1,22000,28000,1
3780,1,-5,-5,1500,4,-1,6000,1
3781,1,7500,1,-5,-5,-5,-5,3
3782,1,100,3,5000,3,-5,-5,-5
3783,1,10000,1,15700,1,17000,15300,1
3784,1,7200,1,0,1,12500,6000,3
3785,1,7000,1,23800,1,30000,39325,1
3786,1,8000,1,11000,1,18242,22000,1
3787,1,1350,1,7000,1,9600,13666,1
3788,1,4000,1,10000,1,13161,17000,1
3789,1,3483,3,-5,-5,-5,-5,-5
3790,1,-5,-5,-5,-5,-5,-5,-5
3791,1,0,1,30000,1,50000,50000,1
3792,2,10000,1,13500,1,17000,18600,1
3793,2,3000,1,10000,1,14000,22000,1
3794,1,0,4,1000,1,8800,11200,1
3795,1,5712,1,18000,1,17400,20000,1
3796,2,-5,-5,-5,-5,-5,-5,-5
3797,2,-5,-5,-5,-5,-5,-5,-5
3798,1,6000,1,4000,1,7000,16900,-5
3799,1,5000,1,14000,1,17000,25000,-5
3800,1,1050,8,2500,3,9500,18500,1
3801,1,800,3,-5,-5,-5,-5,-5
3802,1,300,4,-5,-5,828,12500,1
3803,1,-5,-5,-5,-5,-5,-5,-5
3804,1,144,1,2000,8,0,-5,8
3805,1,-5,-5,-5,-5,-5,-5,-5
3806,1,8000,1,0,1,0,-4,1
3807,1,-5,-5,-5,-5,-5,-5,-5
3808,1,3500,1,1500,8,7500,8000,8
3809,1,14000,1,23000,1,28000,30000,1
3810,1,9000,1,12000,1,19350,28000,1
3811,1,-5,-5,-5,-5,-5,-5,-5
3812,1,-5,-5,7000,1,10000,18000,1
3813,1,-5,-5,12844,1,15000,22000,1
3814,1,-5,-5,-5,-5,-5,-5,-5
3815,1,2000,1,6285,1,-5,10500,1
3816,1,-5,-5,12500,1,50000,-5,1
3817,1,13000,1,18000,1,18500,10000,1
3818,1,-5,-5,14000,1,15000,14300,-5
3819,1,-5,-5,-5,-5,-5,-5,-5
3820,1,-5,-5,-5,-5,-5,-5,-5
3821,1,9000,8,18000,3,25000,-5,3
3822,1,9000,1,14000,1,15000,18000,1
3823,1,5500,1,17800,1,22000,37000,1
3824,1,1400,1,3500,1,8000,9000,1
3825,1,7000,1,8100,1,17500,20000,1
3826,1,-5,-5,-5,-5,-5,-5,-5
3827,1,650,1,-5,-5,-5,-5,-5
3828,1,-5,-5,3000,2,1760,29000,-5
3829,1,9600,1,0,4,18000,19000,1
3830,1,10000,1,30000,1,30000,30000,1
3831,1,9360,1,8000,1,7000,9000,1
3832,1,5997,1,12000,1,18000,18000,1
3833,1,1750,4,-5,-5,-5,-5,1
3834,1,-5,-5,-5,-5,-5,-5,-5
3835,1,-5,-5,-5,-5,-5,-5,-5
3836,1,1250,1,10000,1,13500,20000,1
3837,3,700,1,4000,1,7200,16000,1
3838,1,1500,4,-5,-5,0,17000,1
3839,1,-5,-5,-5,-5,-5,-5,-5
3840,1,-5,-5,-4,1,18000,11000,1
3841,1,7200,1,0,1,0,0,1
3842,1,15000,1,23000,1,30000,50000,1
3843,1,16000,1,33000,1,35000,33000,1
3844,1,-5,-5,-5,-5,-5,-5,-5
3845,1,1800,8,12000,1,14000,21000,1
3846,1,8000,1,13000,1,14000,17500,1
3847,1,1800,1,15000,1,20577,25000,1
3848,1,0,8,0,6,330,0,6
3849,1,4800,1,88,1,12000,0,1
3850,1,-5,-5,-5,-5,-5,-5,-5
3851,1,-5,-5,-5,-5,-5,-5,-5
3852,1,3700,1,11000,1,13500,18000,1
3853,1,5250,1,-5,-5,-5,-5,-5
3854,1,3000,1,0,3,6000,7560,3
3855,1,-4,1,1750,1,26000,29000,-5
3856,1,11000,1,21500,1,16800,-5,-5
3857,1,11500,1,-5,-5,-5,-5,-5
3858,1,7645,1,8000,3,9000,-4,-5
3859,1,11500,1,20000,1,21500,24500,1
3860,1,7500,1,12800,2,12500,16800,1
3861,1,530,4,-5,-5,-5,-5,-5
3862,1,-5,-5,-5,-5,-5,-5,-5
3863,1,-5,-5,7500,1,8000,10000,-5
3864,1,6300,1,-5,-5,-5,-5,-5
3865,3,100,1,10000,1,12000,-5,-5
3866,3,3200,3,-5,-5,-5,-5,-5
3867,3,0,4,12000,1,17856,23000,1
3868,3,0,4,-5,-5,2000,5200,1
3869,3,1500,1,9000,1,18000,35000,1
3870,3,8000,1,17524,1,19500,21000,1
3871,3,0,8,0,6,0,0,6
3872,3,-5,-5,-5,-5,-5,-5,-5
3873,3,-5,-5,-5,-5,-5,-5,-5
3874,3,1600,1,8400,1,9888,13200,8
3875,3,-5,-5,-5,-5,-5,-5,-5
3876,3,-5,-5,-5,-5,-5,-5,-5
3877,1,0,4,0,8,212,0,1
3878,3,-5,-5,-5,-5,-5,-5,-5
3879,1,0,1,11500,1,11500,17400,2
3880,1,800,4,26355,1,4000,0,1
3881,1,3000,1,-5,-5,-5,-5,-5
3882,3,-5,-5,-5,-5,-5,-5,-5
3883,3,0,1,4500,1,5100,7000,1
3884,1,1000,1,6838,1,800,6000,1
3885,3,9000,1,13908,1,18000,19200,1
3886,3,5000,1,-5,-5,-5,-5,-5
3887,3,3000,1,4500,1,16000,0,1
3888,1,6500,1,0,1,0,0,1
3889,3,1500,1,1355,1,21225,24000,1
3890,3,1200,1,12000,1,13000,18000,1
3891,3,7100,1,12000,1,16000,-5,-5
3892,1,12750,1,500,1,0,0,1
3893,1,-5,-5,-5,-5,-5,-5,-5
3894,1,11500,1,-5,-5,-5,-5,-5
3895,1,11000,1,15300,1,17200,33000,1
3896,1,-5,-5,10000,1,16500,20000,3
3897,1,6900,1,14000,1,19500,22600,2
3898,1,5000,1,-5,-5,-5,-5,-5
3899,1,5000,1,25000,1,33000,32000,1
3900,1,8000,1,18000,1,21000,17500,1
3901,1,800,1,7000,1,1500,5000,1
3902,1,8000,1,14000,1,30000,25000,1
3903,1,1000,1,13000,1,20000,-5,-5
3904,1,600,3,-5,-5,-5,-5,-5
3905,1,1500,3,-5,-5,-5,-5,-5
3906,1,1100,1,10000,1,14000,17000,1
3907,1,3000,3,0,2,2000,-5,-5
3908,1,4100,1,11700,1,20000,0,1
3909,1,1300,3,-5,-5,10000,16800,1
3910,1,-5,-5,-4,1,-5,0,-5
3911,1,7375,1,-1,1,13500,30000,1
3912,1,-5,-5,13500,1,18000,25000,1
3913,1,950,1,-5,-5,-5,-5,1
3914,1,9000,1,8400,1,20000,-5,-5
3915,1,8000,1,24000,1,0,35000,1
3916,1,8700,1,0,1,0,0,1
3917,1,3250,1,3000,1,-5,-5,-5
3918,1,10500,1,17000,1,24000,46000,1
3919,1,8400,1,-5,-5,-5,-5,-5
3920,1,-5,-5,-5,-5,-5,-5,-5
3921,1,6000,1,-5,-5,6500,800,1
3922,1,900,1,6000,1,0,0,1
3923,2,-5,-5,-5,-5,-5,-5,-5
3924,2,370,6,0,3,-5,-5,3
3925,1,-5,-5,-5,-5,-5,-5,-5
3926,1,4000,1,0,1,0,0,1
3927,1,10500,1,25000,1,50000,50000,1
3928,1,10800,1,24000,1,22500,-4,1
3929,1,16000,1,30000,1,-5,-5,-5
3930,1,-5,-5,-5,-5,-5,-5,-5
3931,1,8719,1,15000,1,17000,13000,1
3932,1,10000,1,12700,1,6000,-5,1
3933,1,6200,1,7000,3,12400,17000,1
3934,1,9000,1,12000,3,12000,27000,1
3935,2,1000,1,-5,-5,-5,-5,-5
3936,2,-5,-5,-5,-5,-5,-5,-5
3937,1,4000,1,-1,1,20000,-1,1
3938,1,-5,-5,-5,-5,-5,-5,-5
3939,1,14000,1,23038,1,27993,35900,1
3940,1,-5,-5,14050,1,8000,18493,1
3941,1,6500,1,11000,1,16000,-1,-5
3942,1,7000,1,-5,-5,-5,-5,-5
3943,1,9100,1,12000,1,18000,18000,1
3944,1,-5,-5,-5,-5,-5,-5,-5
3945,1,18000,3,19500,1,25000,23000,1
3946,1,11760,1,22000,1,28200,0,1
3947,1,0,3,-5,-5,-5,-5,-5
3948,1,8000,3,9000,1,9700,1700,1
3949,1,9600,1,-5,-5,-5,-5,-5
3950,1,7000,1,-5,-5,-5,-5,-5
3951,1,-5,-5,-5,-5,-5,-5,-5
3952,1,6500,1,10500,1,12300,21000,1
3953,1,4000,3,15000,1,16500,18000,1
3954,1,180,1,10800,1,13000,15000,8
3955,1,5200,1,7000,1,9000,3500,6
3956,1,-5,-5,-5,-5,-5,-5,-5
3957,1,0,1,13000,1,15600,18000,1
3958,1,5712,1,15000,1,14000,16000,1
3959,1,-5,-5,-5,-5,-5,-5,-5
3960,1,0,3,-5,-5,-5,12000,1
3961,1,1800,1,15600,1,28000,19000,1
3962,1,9880,1,-5,-5,-5,-5,-5
3963,1,11000,1,20000,1,0,0,1
3964,1,-5,-5,-5,-5,-5,-5,-5
3965,1,12000,1,-5,-5,-5,-5,-5
3966,1,-5,-5,-5,-5,23000,24000,1
3967,1,-5,-5,12500,1,17000,25000,1
3968,1,8000,1,14000,1,16000,20446,-5
3969,1,10000,1,25000,1,14000,11000,-5
3970,1,7000,1,-5,-5,-5,-5,-5
3971,1,1240,3,-5,-5,0,-5,-5
3972,1,0,1,0,1,0,0,1
3973,1,8000,1,27000,1,31000,32000,-5
3974,1,13000,1,2300,1,27500,37000,1
3975,1,7000,1,16000,1,19000,22000,1
3976,1,-5,-5,-5,-5,-5,-5,-5
3977,1,-5,-5,-5,-5,-5,-5,-5
3978,1,9600,1,16250,1,16000,20000,1
3979,1,7000,1,10000,1,14000,20000,1
3980,1,15000,1,29300,1,2400,26000,1
3981,1,2900,1,-5,-5,1227,-4,-5
3982,1,-5,-5,750,4,4000,0,1
3983,1,1400,1,1200,1,2800,6000,1
3984,1,3000,1,7000,1,3500,0,1
3985,1,6000,1,-5,-5,-5,-5,-5
