"R0000100","R0002300","R0365500","R0385200","R0530300","R0543950","R0587700","R0635500","R0682100"
1616,1,6000,1,-5,-5,-5,-5,-5
1617,1,-5,-5,6000,1,13000,-1,1
1618,1,-5,-5,-5,-5,-5,-5,-5
1619,1,3500,3,-5,-5,-5,-5,-5
1620,1,4260,1,16000,1,18500,19000,-5
1621,1,3135,1,2400,6,5600,10400,1
1622,1,0,3,-5,-5,-5,-5,-5
1623,1,10000,1,0,1,0,0,1
1624,1,3000,1,20000,1,-1,0,1
1625,1,8500,1,-5,-5,-5,-5,-5
1626,1,-5,-5,-5,-5,-5,-5,-5
1627,1,6200,2,18000,1,20000,15000,-5
1628,1,10500,1,20000,1,25000,27000,1
1629,1,0,8,0,6,0,0,8
1630,1,10000,1,16500,1,23412,28000,1
1631,1,6000,1,18000,1,0,0,1
1632,1,11000,1,-4,1,25000,30000,1
1633,1,6648,1,12000,1,0,0,1
1634,1,1300,3,-5,-5,-5,-5,1
1635,1,8246,1,-5,-5,-5,-5,-5
1636,1,0,1,0,1,0,0,1
1637,1,4458,1,3500,1,-4,4300,-5
1638,1,4266,1,6000,1,8500,2000,3
1639,1,3600,1,7000,1,20000,30000,1
1640,1,0,1,16000,1,16000,14500,2
1641,1,-5,-5,13000,2,17500,-5,-5
1642,1,-5,-5,-5,-5,-5,-5,-5
1643,1,-5,-5,18000,1,18000,19836,1
1644,2,0,6,0,6,0,-5,-5
1645,2,1000,1,12800,1,-5,18000,-5
1646,2,2000,1,3500,1,-5,4500,-5
1647,1,7000,1,21000,1,19000,23000,-5
1648,1,-5,-5,4700,1,11000,650,1
1649,1,-5,-5,27000,1,23920,0,1
1650,1,4600,1,6500,1,-1,0,1
1651,1,7000,1,0,3,14000,13500,1
1652,1,2000,3,-5,-5,-5,-5,-5
1653,1,5000,1,11500,2,14500,21000,1
1654,1,9000,1,13000,1,23400,24600,1
1655,1,7000,1,10500,3,9000,10000,1
1656,1,-5,-5,6000,1,12000,14300,1
1657,1,1700,1,14000,1,17500,24000,1
1658,1,1900,4,10400,1,13500,-4,1
1659,1,15000,1,17160,1,36000,25000,1
1660,1,5500,1,7200,1,10000,11500,-5
1661,1,7000,1,-5,-5,-5,-5,-5
1662,2,7000,1,-1,1,14500,18000,1
1663,2,-5,-5,-5,-5,-5,-5,-5
1664,2,-5,-5,-5,-5,-5,-5,-5
1665,1,9000,1,5000,1,18000,15000,1
1666,1,8400,1,17000,1,22000,35000,2
1667,1,7500,1,14000,1,16000,15000,1
1668,2,-5,-5,-5,-5,-5,-5,-5
1669,2,-5,-5,3000,3,4800,-5,-5
1670,2,-5,-5,-5,-5,-5,-5,-5
1671,1,-5,-5,10000,1,-5,33000,1
1672,1,6000,1,-5,-5,-5,-5,-5
1673,1,-5,-5,-5,-5,-5,-5,-5
1674,1,7500,1,-5,-5,-5,-5,-5
1675,1,-5,-5,5000,1,15000,17000,1
1676,1,-4,1,-5,-5,-5,-5,-5
1677,1,2500,1,10000,1,8000,8000,1
1678,2,1000,3,9000,1,10000,13000,-5
1679,1,10500,1,0,1,400,4000,1
1680,1,11000,1,0,4,11000,16000,1
1681,1,9000,1,15000,1,17500,17000,1
1682,1,14560,1,9000,1,10000,12500,1
1683,1,10000,1,-5,-5,-5,-5,-5
1684,1,6800,1,15100,1,18000,22000,1
1685,1,1500,1,14900,1,21000,26000,1
1686,1,1200,2,11000,1,11000,18000,1
1687,1,-5,-5,0,3,10800,7200,1
1688,1,700,1,12500,1,18000,26000,1
1689,1,-5,-5,-5,-5,-5,-5,-5
1690,1,10000,1,-5,-5,-5,-5,-5
1691,1,9000,1,7000,1,19000,15600,1
1692,1,-5,-5,1000,3,8000,8500,1
1693,1,0,3,-1,1,1620,6500,-5
1694,1,-5,-5,9256,1,22000,15000,1
1695,1,-5,-5,-5,-5,-5,-5,-5
1696,1,8000,1,20000,1,18500,21000,1
1697,1,12500,1,22500,1,50000,50000,1
1698,1,7200,1,13000,1,18000,17000,1
1699,1,4800,1,11000,1,12000,13000,1
1700,1,8640,1,12000,1,12000,19000,1
1701,1,1100,1,10500,1,12000,18000,1
1702,1,1500,4,7700,1,7200,12500,1
1703,1,9400,1,14400,1,16500,20000,1
1704,1,11000,1,18000,1,21600,27000,1
1705,1,4000,1,14060,1,20000,27000,2
1706,1,-5,-5,14200,2,18000,23000,1
1707,1,3000,1,17000,1,0,0,1
1708,1,10400,1,15500,1,18000,18000,1
1709,1,-4,1,-5,-5,-5,-5,-5
1710,1,10500,1,17000,1,23500,26000,1
1711,1,4000,1,18000,1,24000,28000,1
1712,1,1200,1,3600,1,3600,0,1
1713,1,300,4,8500,1,15000,25000,1
1714,1,1500,1,12000,1,15000,20000,1
1715,1,3800,1,12000,1,12000,14500,1
1716,1,8500,1,12000,1,-5,26000,1
1717,1,2300,1,16000,1,21000,26000,1
1718,1,10500,1,16000,1,20000,23000,1
1719,1,8000,1,18000,1,21000,30000,1
1720,1,4000,3,6561,1,17000,12000,1
1721,1,7060,1,25000,1,23000,20000,1
1722,1,4000,1,10000,1,-5,-5,-5
1723,1,-5,-5,-5,-5,1200,17000,1
1724,1,1500,4,12000,1,17000,20000,1
1725,1,5000,1,10000,1,0,0,1
1726,1,-5,-5,-5,-5,-5,-5,-5
1727,1,10000,1,0,1,0,0,1
1728,1,1920,1,2400,1,3000,3000,1
1729,1,6900,1,11000,2,12000,12000,1
1730,1,-5,-5,17000,1,20000,28000,2
1731,1,300,1,4000,1,11000,18000,3
1732,1,-5,-5,16000,1,20000,31000,1
1733,1,8500,1,-5,-5,13000,13200,1
1734,1,2400,1,-5,-5,-5,-5,1
1735,1,1060,1,10000,1,10000,9000,1
1736,1,2600,4,8000,1,13500,0,1
1737,1,8400,1,18114,1,18000,2000,4
1738,1,-5,-5,-5,-5,-5,-5,-5
1739,1,10500,1,15000,1,18000,-1,2
1740,1,8000,1,5000,1,12000,18000,1
1741,1,4500,1,14000,1,20500,22000,1
1742,1,-5,-5,10500,1,18000,21000,1
1743,1,2800,1,8968,1,14750,17500,1
1744,1,7000,1,7200,1,10000,12000,1
1745,1,14000,1,21000,1,30000,25000,1
1746,1,11500,1,15000,1,17000,26000,1
1747,1,-5,-5,14500,1,21000,30000,1
1748,1,7000,1,7800,1,12250,-1,1
1749,1,-5,-5,-5,-5,-5,-5,-5
1750,1,-5,-5,12000,1,14560,11000,1
1751,1,3200,1,8736,1,10470,7917,3
1752,1,0,1,0,1,0,0,1
1753,1,2000,1,15900,1,15300,20000,1
1754,1,6500,1,0,4,18000,26000,1
1755,1,3000,1,10000,1,15000,18600,1
1756,1,4900,1,22000,1,30000,20000,-5
1757,1,-5,-5,-5,-5,-5,-5,-5
1758,1,6580,1,5000,1,16000,20000,1
1759,1,6000,1,11000,1,12000,17000,1
1760,1,7500,1,-5,-5,-5,-5,-5
1761,1,1500,1,-5,-5,7200,17000,1
1762,1,7500,1,5000,1,8500,10000,1
1763,1,700,1,0,1,0,2550,1
1764,1,-5,-5,-5,-5,-5,-5,-5
1765,1,-5,-5,7000,1,0,0,2
1766,1,500,1,3500,1,0,0,2
1767,1,4700,1,7500,1,8000,10000,1
1768,1,3600,1,8000,1,9600,14500,1
1769,1,5550,2,15000,1,9000,23500,1
1770,1,10000,2,0,1,3550,-1,1
1771,1,500,3,9700,1,11000,12300,1
1772,1,2000,1,6000,1,10000,18000,1
1773,1,0,1,-4,1,-5,-5,1
1774,1,7200,1,12470,1,16200,19700,1
1775,1,3000,4,-5,-5,-5,-5,-5
1776,1,2200,1,12600,1,17000,29960,1
1777,1,800,4,25000,1,2100,4100,1
1778,1,11100,1,0,1,0,0,1
1779,1,5700,1,8000,1,0,2000,1
1780,1,1000,1,14000,1,18000,18000,1
1781,1,1320,2,7800,1,10000,14000,1
1782,1,-5,-5,-5,-5,-5,-5,-5
1783,1,0,1,-5,-5,-5,-5,-5
1784,1,4000,6,-4,1,-5,-5,-5
1785,1,9000,1,18700,1,16000,12000,1
1786,1,5500,3,7000,1,7000,11200,1
1787,1,-5,-5,-5,-5,-5,-5,-5
1788,1,4500,4,0,1,-4,11000,1
1789,1,7000,1,11000,1,12000,5000,1
1790,1,6000,1,9360,8,14000,-1,1
1791,1,600,1,8500,1,11000,12000,2
1792,1,-5,-5,18000,1,24500,24000,1
1793,1,7500,1,-5,-5,19000,-5,-5
1794,1,10200,2,21000,1,-1,-5,-5
1795,1,6000,1,9779,1,10000,12000,-5
1796,1,50000,1,2000,1,0,10000,1
1797,1,9000,1,12000,1,5500,0,1
1798,1,7000,1,-5,-5,13000,17000,1
1799,1,1100,4,7200,1,8900,11600,1
1800,1,0,6,0,6,0,0,6
1801,1,-5,-5,-5,-5,-5,-5,-5
1802,1,6000,1,9000,1,-5,-5,-5
1803,1,8700,1,14400,1,17000,19000,1
1804,1,2868,3,8000,1,21800,18000,1
1805,1,1500,4,0,1,0,23000,1
1806,1,0,8,-1,8,-5,-5,6
1807,1,300,1,0,1,0,0,1
1808,1,1450,8,-5,-5,8000,1500,1
1809,1,2500,3,6000,1,9000,10564,1
1810,1,0,4,9000,1,3500,1200,4
1811,1,-5,-5,-5,-5,-5,-5,-5
1812,1,5000,1,10000,1,13800,16500,1
1813,1,1500,1,-5,-5,-5,-5,-5
1814,1,12960,1,20040,1,25000,30000,1
1815,1,-4,1,-1,1,-1,-1,1
1816,1,19000,2,50000,1,50000,50000,1
1817,1,12000,1,23000,1,27000,30000,1
1818,1,9000,1,0,1,0,27000,-5
1819,1,8000,1,12000,1,15000,17000,1
1820,1,2500,1,-1,1,-1,-1,1
1821,1,1400,4,12600,1,20000,20500,1
1822,1,5500,1,7500,1,10000,11000,1
1823,1,-5,-5,-5,-5,-5,-5,-5
1824,1,-5,-5,-5,-5,-5,-5,1
1825,1,6000,1,-5,-5,-5,-5,-5
1826,1,-5,-5,10000,1,5000,5000,3
1827,1,4000,1,-5,-5,-5,-5,-5
1828,1,7111,1,0,4,7000,3000,1
1829,1,6000,1,0,1,0,0,1
1830,1,10900,1,13300,1,16000,17500,1
1831,1,12400,1,19000,1,-1,-1,-5
1832,1,7000,1,12500,1,-5,-5,-5
1833,1,15000,1,-5,-5,-5,-5,-5
1834,1,2000,1,9500,1,23000,8360,1
1835,1,1500,1,10000,1,10900,13500,1
1836,1,8400,1,-5,-5,0,0,1
1837,1,-5,-5,-5,-5,-5,-5,-5
1838,1,800,1,13300,1,30000,0,1
1839,1,5500,1,16000,1,19000,20500,1
1840,1,-5,-5,-5,-5,-5,-5,-5
1841,1,2000,1,8082,1,12800,-5,-5
1842,1,-5,-5,-5,-5,4000,-5,-5
1843,1,11000,1,9000,1,10400,13000,1
1844,1,3800,1,7000,1,10000,12000,1
1845,1,-5,-5,10000,1,12000,18000,1
1846,1,800,1,0,1,-1,-1,-5
1847,1,700,1,20000,1,-5,-5,-5
1848,1,1157,8,-5,-5,-5,-5,-5
1849,1,0,1,8400,1,10800,12000,1
1850,1,-5,-5,-5,-5,-5,-5,-5
1851,1,-5,-5,-5,-5,-5,-5,-5
1852,1,-5,-5,-5,-5,-5,-5,-5
1853,1,300,3,1300,1,5500,6448,1
1854,1,8500,1,11000,1,15000,17000,1
1855,1,4400,1,-1,1,-4,20000,2
1856,1,8700,1,-5,-5,-5,-5,-5
1857,1,6000,1,9000,1,-5,-5,-5
1858,1,6000,3,12000,1,20000,8000,3
1859,1,6800,3,8500,1,18500,4000,1
1860,1,5200,1,17920,1,20000,16500,1
1861,1,7000,1,5000,1,15000,-5,-5
1862,1,1058,8,-5,-5,-5,-5,-5
1863,1,7580,1,4000,1,24000,22000,1
1864,1,-5,-5,15000,1,-1,22263,1
1865,1,2263,1,10000,1,11000,12480,1
1866,1,0,4,0,4,5000,3000,1
1867,1,8000,1,14000,1,18000,12000,1
1868,1,8200,1,12000,1,13000,12000,1
1869,1,12800,1,11300,1,-4,22500,1
1870,1,-5,-5,-5,-5,-5,-5,-5
1871,1,10000,1,7000,1,14000,11400,1
1872,1,1400,1,3500,1,24000,29000,1
1873,1,8500,1,14000,1,17500,19000,1
1874,1,11400,1,35000,1,30000,15000,-5
1875,1,1400,4,1500,1,2500,5355,1
1876,1,-5,-5,1800,4,11300,13100,1
1877,2,3000,1,-5,-5,-5,-5,-5
1878,1,13000,1,18000,1,26000,38500,1
1879,1,0,1,0,1,-5,-5,-5
1880,1,8000,1,15000,1,31000,32000,1
1881,1,10400,1,-1,1,-1,-1,1
1882,1,10000,1,50000,1,50000,50000,1
1883,1,1500,1,13000,1,30000,32000,1
1884,1,750,4,16000,1,21000,28000,1
1885,1,1200,1,1500,1,1600,1500,1
1886,1,7000,1,17000,1,20000,28000,1
1887,1,7500,1,-5,-5,-5,-5,-5
1888,1,10000,1,0,1,25000,0,1
1889,1,3500,1,7500,1,10000,-5,-5
1890,1,7000,1,11000,1,13200,12000,1
1891,1,4000,1,10000,1,12000,0,1
1892,1,3000,1,12000,1,12000,13000,1
1893,1,8868,1,5000,4,475,7200,1
1894,1,11700,1,16000,1,18000,5000,1
1895,1,3740,1,10000,1,10500,12800,1
1896,1,4500,1,13500,1,17200,18900,1
1897,1,1700,4,10000,1,0,0,1
1898,1,-5,-5,-5,-5,-5,-5,-5
1899,1,9800,1,15000,1,15000,16000,-5
1900,1,9000,3,0,3,18000,40000,1
1901,1,2462,1,16000,1,24000,-5,-5
1902,1,-5,-5,-5,-5,16500,26500,1
1903,1,0,1,16000,1,20000,18000,1
1904,1,7300,1,13000,8,0,15000,1
1905,1,12500,1,18000,1,17000,21500,1
1906,1,10100,1,18200,1,20000,22000,1
1907,1,9000,1,17000,1,20000,26000,1
1908,1,10000,1,-5,-5,-5,-5,-5
1909,1,-5,-5,-5,-5,-5,-5,-5
1910,1,0,1,0,1,0,0,1
1911,1,9000,1,24000,1,33000,26000,1
1912,1,4000,1,13000,1,-5,-5,-5
1913,1,4270,1,15700,1,18000,20300,1
1914,1,12500,1,15500,1,18000,23000,1
1915,1,4600,1,-5,-5,-5,-5,-5
1916,1,-5,-5,-5,-5,-5,-5,1
1917,1,3000,1,10000,1,12000,20000,1
1918,1,11000,2,-5,-5,-5,-5,-5
1919,1,11000,1,16000,1,18582,30000,1
1920,1,5372,1,14000,1,18500,29000,1
1921,1,6000,1,7000,1,9300,-4,2
1922,1,5700,1,7600,1,8500,12500,1
1923,2,9700,1,18000,1,24000,28000,2
1924,2,5000,1,-5,-5,-5,-5,-5
1925,1,5000,1,12000,2,3000,15000,8
1926,1,10000,1,13000,1,20000,25000,1
1927,1,-5,-5,24000,1,30000,39000,1
1928,1,5000,1,7600,1,16000,22000,1
1929,1,2500,1,4600,1,8200,12000,1
1930,1,6500,1,15974,1,18000,19700,1
1931,2,3000,1,-5,-5,-5,-5,-5
1932,2,-5,-5,-5,-5,-5,-5,-5
1933,1,10000,1,18000,1,18000,22000,1
1934,1,650,8,-5,-5,-5,-5,-5
1935,1,1200,4,16000,1,19600,26000,-5
1936,1,5200,1,0,1,0,0,1
1937,1,4000,1,2500,1,0,0,1
1938,1,10500,1,16500,1,22000,25000,1
1939,1,9100,1,12000,1,15000,18300,1
1940,1,13800,1,18000,1,-4,-5,2
1941,1,1000,1,6000,4,8000,12000,1
1942,1,0,1,3600,1,0,0,1
1943,1,-5,-5,-5,-5,-5,-5,-5
1944,1,1000,1,9000,1,13900,18000,1
1945,1,9650,1,12000,1,11500,15000,1
1946,1,3500,1,10000,1,11000,13000,1
1947,1,7500,1,6000,1,9500,14000,1
1948,1,6500,1,14796,1,19000,20000,1
1949,1,5000,1,9700,1,11000,14000,1
1950,1,600,1,0,1,0,-1,1
1951,1,3600,1,0,1,0,-1,1
1952,1,8000,1,13000,1,16000,17000,1
1953,1,7740,1,12000,1,14400,18000,1
1954,1,0,1,0,1,0,0,1
1955,1,-5,-5,12500,2,16000,19000,1
1956,1,2500,4,10000,1,0,0,1
1957,1,7000,8,15000,1,20000,33000,1
1958,1,1000,8,0,4,-5,9000,1
1959,1,-5,-5,-5,-5,-5,-5,-5
1960,1,600,4,9000,1,13250,13000,1
1961,1,5500,1,17000,1,22000,15000,1
1962,1,1500,1,1410,1,8000,450,4
1963,1,150,1,1400,1,0,0,1
1964,2,8300,1,14500,1,17000,21000,1
1965,2,-5,-5,-5,-5,-5,-5,-5
1966,2,-5,-5,-5,-5,-5,-5,-5
1967,1,2000,1,3500,1,21400,20000,1
1968,1,0,4,600,3,15800,18000,1
1969,1,11000,1,17000,1,20000,27000,1
1970,1,5948,1,15200,1,20000,0,1
1971,1,7200,1,23000,1,23000,30000,1
1972,1,-5,-5,-5,-5,-5,-5,-5
1973,1,-5,-5,0,1,25000,25000,2
1974,1,10000,1,-5,-5,-5,-5,-5
1975,1,12000,1,11000,1,16000,28000,1
1976,1,18000,1,21000,1,24000,26000,1
1977,1,9400,1,-5,-5,-5,-5,-5
1978,1,7500,1,12000,1,23000,33000,1
1979,1,6200,4,15000,1,18000,-5,-5
1980,1,-5,-5,15000,1,27144,27000,1
1981,1,5800,1,-5,-5,-5,-5,-5
1982,1,5000,1,12000,1,16000,21600,1
1983,1,12000,3,24150,1,27000,0,1
1984,1,-5,-5,-5,-5,-5,-5,-5
1985,1,12000,1,22000,1,28000,37000,1
1986,2,6000,1,-5,-5,-5,-5,-5
1987,1,10868,1,18000,1,22000,25000,2
1988,1,-5,-5,-5,-5,-5,-5,-5
1989,1,1122,1,11500,1,12500,16000,3
1990,1,-5,-5,-5,-5,-5,-5,-5
1991,1,4500,1,10000,1,15000,19000,1
1992,1,800,1,5400,1,10400,12480,1
1993,1,130,4,11000,1,14000,11000,4
1994,1,10000,1,17000,1,17000,21500,1
1995,1,-5,-5,-5,-5,-5,-5,-5
1996,1,-5,-5,-5,-5,-5,-5,-5
1997,1,-4,1,-1,1,-1,-1,1
1998,1,-5,-5,-5,-5,-5,-5,-5
1999,1,1400,4,15120,2,18000,21300,1
2000,1,2000,4,-5,-5,-5,-5,-5
2001,1,10000,1,19000,1,17000,16455,-5
2002,1,6442,1,15000,1,24000,24000,1
2003,1,-5,-5,-5,-5,-5,-5,-5
2004,1,5500,1,16000,1,25000,32000,1
2005,1,3000,1,15000,1,17000,12000,1
2006,1,4500,1,3500,1,7150,25000,1
2007,1,7000,1,-5,-5,-5,-5,-5
2008,1,-5,-5,7000,1,13000,19000,1
2009,1,4100,1,15600,1,-1,0,3
2010,1,2200,2,15000,1,20000,23800,1
2011,1,8000,1,19000,1,16000,-5,-5
2012,1,0,1,0,1,-1,0,2
2013,1,-5,-5,-5,-5,-5,-5,-5
2014,1,0,1,0,1,0,0,1
2015,1,9000,1,15000,1,24000,29000,1
2016,1,10000,1,19000,1,22800,40000,1
2017,1,7000,1,22000,1,22000,30000,1
2018,1,500,1,1000,3,3997,10000,1
2019,1,0,4,10000,1,12000,15000,1
2020,1,7000,1,11000,1,13000,0,1
2021,1,10000,1,15000,1,20000,23000,1
2022,1,0,1,0,1,2000,2000,1
2023,1,12000,1,-5,-5,-5,-5,-5
2024,1,-5,-5,20000,1,25000,35000,1
2025,1,5000,1,-5,-5,-5,-5,-5
2026,1,6000,1,16000,1,18100,20000,1
2027,1,8000,1,-5,-5,-5,-5,-5
2028,1,-5,-5,-5,-5,-5,-5,-5
2029,1,13000,1,23000,1,27000,30000,1
2030,1,14000,1,24000,1,28000,28000,1
2031,1,11440,1,12500,1,14500,14500,1
2032,1,2000,1,-5,-5,-5,-5,-5
2033,1,11000,1,-5,-5,19000,-5,-5
2034,2,-5,-5,9000,3,4800,9000,1
2035,2,-5,-5,15000,1,15000,0,1
2036,2,7450,1,-4,1,0,15000,1
2037,2,-5,-5,-5,-5,-5,-5,-5
2038,2,-5,-5,-5,-5,-5,-5,-5
2039,2,9000,1,11000,1,12000,15000,1
2040,2,700,3,8000,1,11000,15000,2
2041,1,6000,1,15000,1,20000,20800,1
2042,1,7000,1,15000,1,17000,21000,1
2043,1,6500,1,-5,-5,-5,-5,-5
2044,2,2000,3,-5,-5,-5,-5,1
2045,1,-5,-5,4000,4,10000,25000,1
2046,1,6800,1,13000,1,21000,-1,1
2047,1,10000,1,13000,1,16000,13000,1
2048,1,2400,1,9350,1,16000,18000,1
2049,1,12000,1,30000,1,29000,33000,1
2050,1,3433,3,11000,1,12000,16000,1
2051,1,800,1,-5,-5,-5,-5,-5
2052,1,9600,1,17000,1,19000,22000,2
2053,1,-4,1,-5,-5,-5,8900,1
2054,1,-5,-5,420,4,3100,6500,1
2055,1,1000,1,2000,1,250,6000,1
2056,1,0,4,0,1,0,0,1
2057,1,-5,-5,7000,1,-5,-5,-5
2058,1,5300,1,10000,1,10500,16080,1
2059,1,8300,1,12000,1,17000,24000,1
2060,1,6000,1,12000,1,11000,6000,-5
2061,1,100,1,7000,1,7000,13000,1
2062,1,12000,1,4500,3,0,0,1
2063,1,4473,8,19000,1,22000,24000,1
2064,1,3000,1,13500,1,17500,20300,1
2065,1,6000,1,13000,1,17100,17000,1
2066,1,7000,1,14000,1,-4,17500,1
2067,1,3000,1,-1,1,0,-1,1
2068,1,13000,1,26000,1,5000,0,1
2069,1,6000,1,-5,-5,-5,-5,-5
2070,1,3600,1,7500,1,11000,-1,1
2071,1,500,2,-5,-5,-5,-5,-5
2072,1,5000,1,10000,1,15000,0,1
2073,1,-5,-5,8600,1,13200,16560,1
2074,1,9000,1,15000,1,14500,17500,1
2075,1,8000,1,17500,1,19500,15000,1
2076,1,12000,1,23000,1,35000,5000,1
2077,1,19500,1,0,1,50000,50000,1
2078,1,900,4,9600,1,10000,15000,1
2079,1,-5,-5,-5,-5,-5,-5,-5
2080,1,1200,3,6000,1,18000,-5,-5
2081,1,-5,-5,-5,-5,-5,-5,-5
2082,1,6749,1,16000,1,18000,29000,3
2083,1,9000,1,17500,2,19000,20000,1
2084,1,9200,1,14000,1,18500,20500,1
2085,1,-5,-5,0,1,0,-5,-5
2086,1,-5,-5,-5,-5,-5,-5,-5
2087,1,1200,1,1500,1,1200,7000,1
2088,1,7160,1,4400,1,9400,11752,1
2089,1,7483,1,10000,1,11000,15000,1
2090,1,8500,1,13000,1,13000,25500,1
2091,1,12000,1,16000,1,0,14000,1
2092,1,2080,1,16000,1,32000,25100,1
2093,1,10000,1,13500,1,20000,24000,2
2094,1,-5,-5,-5,-5,-5,-5,-5
2095,1,4200,1,10500,1,15000,6000,1
2096,1,2000,1,0,1,0,50,1
2097,1,3200,1,16000,1,-5,-5,-5
2098,1,6700,3,8000,1,15000,25000,1
2099,1,-5,-5,20000,1,25000,-4,1
2100,1,12000,1,25000,1,30000,35000,1
2101,1,5000,1,8000,1,18000,-4,1
2102,1,800,1,11500,1,13000,23000,1
2103,1,8500,1,-5,-5,-5,-5,-5
2104,1,14040,1,-5,-5,-5,-5,-5
2105,1,5300,1,8500,1,15000,14000,1
2106,1,4995,1,-5,-5,-5,-5,-5
2107,1,-5,-5,-5,-5,-5,-5,-5
2108,1,-5,-5,-5,-5,-5,-5,-5
2109,1,3000,4,0,1,0,50000,1
2110,1,14500,1,-5,-5,-5,-5,-5
2111,1,0,1,1000,1,0,0,1
2112,1,10000,1,-5,-5,-5,-5,-5
2113,1,1100,4,11500,1,15000,27000,1
2114,1,7000,4,9000,1,18500,21000,1
2115,1,1200,1,6400,1,10200,13500,1
2116,1,7400,1,12000,1,17000,31200,1
2117,1,-5,-5,15000,1,20000,24000,1
2118,1,8400,1,-5,-5,-5,-5,-5
2119,1,8000,1,-5,-5,-5,-5,-5
2120,1,0,1,-5,-5,-5,-5,-5
2121,1,5000,8,10000,1,21000,30000,1
2122,1,0,1,0,1,-1,0,1
2123,1,9000,1,17000,1,19500,0,2
2124,1,-5,-5,-5,-5,-5,-5,-5
2125,1,5000,1,0,6,0,120,-5
2126,1,300,4,14000,1,19000,20000,1
2127,1,6500,1,13000,1,15000,17600,1
2128,1,1920,1,11000,1,9340,11600,2
2129,1,2500,1,500,1,3000,7000,1
2130,1,-5,-5,-5,-5,-5,-5,-5
2131,1,4000,1,13000,1,14000,0,1
2132,1,7000,1,0,1,0,35000,-5
2133,1,1200,3,5000,1,9400,18000,1
2134,1,4800,1,7000,1,7000,13000,1
2135,1,13000,1,19000,1,26000,37000,1
2136,1,810,1,0,1,0,0,1
2137,1,5760,1,0,1,0,0,1
2138,1,1200,1,-5,-5,-5,-5,-5
2139,1,-5,-5,-5,-5,-5,-5,-5
2140,1,720,1,4800,1,6900,12000,1
2141,1,1000,1,0,1,0,0,1
2142,1,9000,1,-5,-5,-5,-5,-5
2143,1,6500,1,13000,1,15000,16500,1
2144,1,-5,-5,9000,1,12000,22500,2
2145,1,-5,-5,15000,1,21000,0,1
2146,1,-5,-5,11000,1,17000,23000,1
2147,1,980,1,8400,1,10800,0,1
2148,1,0,4,13200,1,40000,50000,1
2149,1,4000,1,0,1,0,12000,1
2150,1,7500,1,13000,1,17000,9000,1
2151,1,7500,1,12000,1,12000,17900,1
2152,1,-5,-5,-5,-5,-5,-5,-5
2153,1,-5,-5,-5,-5,-5,-5,-5
2154,1,400,1,800,1,0,0,1
2155,1,8923,1,12000,1,17000,19000,1
2156,1,4000,1,8700,2,12000,15000,-5
2157,1,10000,1,16000,1,18000,20000,1
2158,1,0,1,0,1,0,0,1
2159,1,6000,1,10800,1,13500,16000,1
2160,1,7000,1,3000,1,10400,2000,3
2161,1,6000,1,500,1,13000,15600,1
2162,1,1600,1,-5,-5,40000,50000,1
2163,1,6000,1,4500,1,7000,0,3
2164,1,1440,4,-5,-5,-5,-5,-5
2165,1,5000,4,20000,1,13000,22000,1
2166,1,7000,1,1800,1,6000,0,3
2167,1,8900,1,13700,1,29000,50000,1
2168,1,-5,-5,-5,-5,-5,-5,-5
2169,1,5000,4,0,1,0,20000,1
2170,1,6000,1,10000,1,14400,15000,1
2171,1,-5,-5,-5,-5,-5,-5,-5
2172,1,5100,1,3000,1,3500,3000,1
2173,1,3000,3,0,1,0,0,1
2174,1,2500,1,11000,1,16000,6000,1
2175,2,12000,1,7500,1,1200,20000,1
2176,1,4780,1,4000,1,6000,6500,1
2177,1,-5,-5,10000,1,3000,4000,1
2178,1,4320,1,10000,1,14000,17000,1
2179,1,7000,1,21000,1,22000,18000,1
2180,2,6000,1,5000,8,9500,16800,1
2181,1,500,4,17500,1,33000,35000,1
2182,1,0,8,-5,-5,-5,-5,-5
2183,1,1500,1,13000,1,17000,25000,1
2184,1,19000,1,-5,-5,-5,-5,-5
2185,1,14000,2,24000,1,-1,-1,1
2186,1,12500,1,23000,1,-1,30000,1
2187,1,1480,1,6880,1,8000,9360,1
2188,1,1500,4,10000,1,200,500,1
2189,1,7400,1,13000,1,16500,20000,1
2190,1,8100,1,11000,1,24000,2500,1
2191,1,-5,-5,-5,-5,-5,-5,-5
2192,1,-5,-5,9000,1,10500,13000,1
2193,1,8000,1,-5,-5,-5,-5,-5
2194,1,0,1,0,1,0,0,1
2195,1,-5,-5,11000,1,13000,13500,1
2196,1,7500,1,5000,1,18000,28000,1
2197,1,200,1,0,1,-5,-5,-5
2198,1,1000,1,0,1,0,0,1
2199,1,11500,1,18000,1,22000,18000,1
2200,1,-5,-5,-5,-5,-5,-5,-5
2201,1,8000,1,-5,-5,9000,0,1
2202,1,-5,-5,5000,1,5500,-5,3
2203,1,440,1,6500,2,10400,12500,-5
2204,1,-5,-5,-5,-5,-5,-5,-5
2205,1,-5,-5,-5,-5,-5,-5,-5
2206,1,12000,1,-5,-5,-5,-5,-5
2207,1,15000,1,-5,-5,-5,-5,-5
2208,2,9000,1,4320,1,5512,6600,2
2209,2,0,8,7008,1,9000,10000,3
2210,2,-5,-5,-5,-5,-5,-5,-5
2211,2,7132,1,13071,2,-5,15000,2
2212,2,3200,4,7000,1,19000,10000,1
2213,1,-5,-5,15000,3,14000,4000,-5
