"R0000100","R0002300","R0385200","R0543950","R0682100"
3614,1,1,1,1
3615,1,1,1,1
3616,1,1,6,6
3617,1,-5,-5,-5
3618,1,1,-5,-5
3619,1,1,1,-5
3620,1,4,1,1
3621,2,1,1,1
3622,2,-5,-5,-5
3623,2,1,1,1
3624,2,1,2,-5
3625,2,8,1,-5
3626,1,1,1,1
3627,1,1,1,1
3628,1,1,1,1
3629,2,-5,-5,-5
3630,2,1,1,8
3631,2,-5,-5,-5
3632,1,2,2,1
3633,1,1,1,-5
3634,1,1,1,2
3635,2,1,-5,-5
3636,1,-5,1,1
3637,1,1,1,1
3638,2,3,1,6
3639,2,-5,-5,-5
3640,1,-5,-5,-5
3641,2,-5,-5,-5
3642,1,-5,-5,1
3643,1,-5,-5,-5
3644,3,1,1,1
3645,1,3,-5,-5
3646,1,1,1,1
3647,3,1,1,1
3648,3,1,-5,-5
3649,3,3,1,1
3650,1,1,1,1
3651,1,1,1,1
3652,1,-5,-5,-5
3653,1,1,1,3
3654,1,1,1,-5
3655,2,-5,-5,-5
3656,2,1,1,3
3657,1,1,1,1
3658,1,1,1,1
3659,1,-5,-5,-5
3660,1,-5,-5,-5
3661,1,-5,-5,-5
3662,1,4,-5,-5
3663,1,4,1,1
3664,1,1,-5,-5
3665,2,1,1,1
3666,2,1,1,-5
3667,2,3,3,-5
3668,2,-5,-5,-5
3669,1,1,2,1
3670,1,1,1,1
3671,1,-5,1,1
3672,1,1,1,1
3673,1,-5,2,1
3674,1,1,1,1
3675,1,1,1,1
3676,1,3,1,1
3677,1,-5,-5,-5
3678,1,2,1,1
3679,1,2,1,1
3680,1,3,1,1
3681,1,1,-5,-5
3682,1,1,1,1
3683,1,1,-5,-5
3684,1,-5,1,1
3685,1,1,1,1
3686,1,1,1,1
3687,2,-5,-5,-5
3688,2,-5,-5,-5
3689,2,3,-5,-5
3690,2,1,2,1
3691,2,1,-5,-5
3692,1,1,-5,-5
3693,1,1,-5,-5
3694,1,1,1,-5
3695,1,1,-5,-5
3696,1,1,-5,-5
3697,1,1,1,1
3698,2,-5,-5,-5
3699,2,-5,-5,-5
3700,2,-5,-5,-5
3701,2,-5,-5,-5
3702,1,-5,3,1
3703,2,-5,-5,-5
3704,2,-5,-5,-5
3705,2,1,-5,-5
3706,1,6,-5,-5
3707,1,1,1,1
3708,1,1,1,3
3709,1,1,1,1
3710,1,1,-5,-5
3711,2,-5,1,-5
3712,1,1,-5,-5
3713,1,1,1,-5
3714,1,1,-5,-5
3715,1,1,1,2
3716,1,4,1,1
3717,1,1,1,1
3718,1,1,1,1
3719,1,3,1,3
3720,1,-5,-5,-5
3721,1,-5,-5,-5
3722,1,1,1,1
3723,3,1,1,2
3724,1,-5,-5,-5
3725,1,-5,-5,-5
3726,2,1,1,-5
3727,2,1,1,1
3728,1,-5,1,1
3729,1,1,1,1
3730,1,1,1,1
3731,1,1,3,-5
3732,1,3,1,1
3733,1,1,1,1
3734,1,1,1,8
3735,1,1,1,-5
3736,2,-5,-5,-5
3737,1,-5,-5,-5
3738,3,-5,-5,-5
3739,1,4,6,1
3740,1,-5,8,-5
3741,1,-5,-5,-5
3742,1,1,-5,-5
3743,1,1,-5,-5
3744,1,1,1,1
3745,1,1,8,3
3746,1,1,1,2
3747,1,3,3,-5
3748,1,2,1,-5
3749,1,-5,-5,-5
3750,1,1,1,1
3751,1,1,-5,1
3752,1,1,1,1
3753,2,1,1,1
3754,1,-5,1,1
3755,1,3,-5,1
3756,1,1,1,1
3757,1,1,1,1
3758,1,1,1,1
3759,1,-5,-5,-5
3760,1,3,-5,-5
3761,1,1,-5,1
3762,1,1,1,1
3763,1,1,8,1
3764,1,1,1,1
3765,1,1,1,1
3766,1,1,1,1
3767,1,1,1,-5
3768,1,-5,8,3
3769,1,1,-5,1
3770,1,1,1,1
3771,2,1,1,-5
3772,1,-5,-5,-5
3773,1,1,1,1
3774,1,1,1,2
3775,1,4,1,1
3776,1,1,-5,-5
3777,1,1,1,1
3778,1,1,1,1
3779,1,1,1,1
3780,1,-5,4,1
3781,1,1,-5,3
3782,1,3,3,-5
3783,1,1,1,1
3784,1,1,1,3
3785,1,1,1,1
3786,1,1,1,1
3787,1,1,1,1
3788,1,1,1,1
3789,1,3,-5,-5
3790,1,-5,-5,-5
3791,1,1,1,1
3792,2,1,1,1
3793,2,1,1,1
3794,1,4,1,1
3795,1,1,1,1
3796,2,-5,-5,-5
3797,2,-5,-5,-5
3798,1,1,1,-5
3799,1,1,1,-5
3800,1,8,3,1
3801,1,3,-5,-5
3802,1,4,-5,1
3803,1,-5,-5,-5
3804,1,1,8,8
3805,1,-5,-5,-5
3806,1,1,1,1
3807,1,-5,-5,-5
3808,1,1,8,8
3809,1,1,1,1
3810,1,1,1,1
3811,1,-5,-5,-5
3812,1,-5,1,1
3813,1,-5,1,1
3814,1,-5,-5,-5
3815,1,1,1,1
3816,1,-5,1,1
3817,1,1,1,1
3818,1,-5,1,-5
3819,1,-5,-5,-5
3820,1,-5,-5,-5
3821,1,8,3,3
3822,1,1,1,1
3823,1,1,1,1
3824,1,1,1,1
3825,1,1,1,1
3826,1,-5,-5,-5
3827,1,1,-5,-5
3828,1,-5,2,-5
3829,1,1,4,1
3830,1,1,1,1
3831,1,1,1,1
3832,1,1,1,1
3833,1,4,-5,1
3834,1,-5,-5,-5
3835,1,-5,-5,-5
3836,1,1,1,1
3837,3,1,1,1
3838,1,4,-5,1
3839,1,-5,-5,-5
3840,1,-5,1,1
3841,1,1,1,1
3842,1,1,1,1
3843,1,1,1,1
3844,1,-5,-5,-5
3845,1,8,1,1
3846,1,1,1,1
3847,1,1,1,1
3848,1,8,6,6
3849,1,1,1,1
3850,1,-5,-5,-5
3851,1,-5,-5,-5
3852,1,1,1,1
3853,1,1,-5,-5
3854,1,1,3,3
3855,1,1,1,-5
3856,1,1,1,-5
3857,1,1,-5,-5
3858,1,1,3,-5
3859,1,1,1,1
3860,1,1,2,1
3861,1,4,-5,-5
3862,1,-5,-5,-5
3863,1,-5,1,-5
3864,1,1,-5,-5
3865,3,1,1,-5
3866,3,3,-5,-5
3867,3,4,1,1
3868,3,4,-5,1
3869,3,1,1,1
3870,3,1,1,1
3871,3,8,6,6
3872,3,-5,-5,-5
3873,3,-5,-5,-5
3874,3,1,1,8
3875,3,-5,-5,-5
3876,3,-5,-5,-5
3877,1,4,8,1
3878,3,-5,-5,-5
3879,1,1,1,2
3880,1,4,1,1
3881,1,1,-5,-5
3882,3,-5,-5,-5
3883,3,1,1,1
3884,1,1,1,1
3885,3,1,1,1
3886,3,1,-5,-5
3887,3,1,1,1
3888,1,1,1,1
3889,3,1,1,1
3890,3,1,1,1
3891,3,1,1,-5
3892,1,1,1,1
3893,1,-5,-5,-5
3894,1,1,-5,-5
3895,1,1,1,1
3896,1,-5,1,3
3897,1,1,1,2
3898,1,1,-5,-5
3899,1,1,1,1
3900,1,1,1,1
3901,1,1,1,1
3902,1,1,1,1
3903,1,1,1,-5
3904,1,3,-5,-5
3905,1,3,-5,-5
3906,1,1,1,1
3907,1,3,2,-5
3908,1,1,1,1
3909,1,3,-5,1
3910,1,-5,1,-5
3911,1,1,1,1
3912,1,-5,1,1
3913,1,1,-5,1
3914,1,1,1,-5
3915,1,1,1,1
3916,1,1,1,1
3917,1,1,1,-5
3918,1,1,1,1
3919,1,1,-5,-5
3920,1,-5,-5,-5
3921,1,1,-5,1
3922,1,1,1,1
3923,2,-5,-5,-5
3924,2,6,3,3
3925,1,-5,-5,-5
3926,1,1,1,1
3927,1,1,1,1
3928,1,1,1,1
3929,1,1,1,-5
3930,1,-5,-5,-5
3931,1,1,1,1
3932,1,1,1,1
3933,1,1,3,1
3934,1,1,3,1
3935,2,1,-5,-5
3936,2,-5,-5,-5
3937,1,1,1,1
3938,1,-5,-5,-5
3939,1,1,1,1
3940,1,-5,1,1
3941,1,1,1,-5
3942,1,1,-5,-5
3943,1,1,1,1
3944,1,-5,-5,-5
3945,1,3,1,1
3946,1,1,1,1
3947,1,3,-5,-5
3948,1,3,1,1
3949,1,1,-5,-5
3950,1,1,-5,-5
3951,1,-5,-5,-5
3952,1,1,1,1
3953,1,3,1,1
3954,1,1,1,8
3955,1,1,1,6
3956,1,-5,-5,-5
3957,1,1,1,1
3958,1,1,1,1
3959,1,-5,-5,-5
3960,1,3,-5,1
3961,1,1,1,1
3962,1,1,-5,-5
3963,1,1,1,1
3964,1,-5,-5,-5
3965,1,1,-5,-5
3966,1,-5,-5,1
3967,1,-5,1,1
3968,1,1,1,-5
3969,1,1,1,-5
3970,1,1,-5,-5
3971,1,3,-5,-5
3972,1,1,1,1
3973,1,1,1,-5
3974,1,1,1,1
3975,1,1,1,1
3976,1,-5,-5,-5
3977,1,-5,-5,-5
3978,1,1,1,1
3979,1,1,1,1
3980,1,1,1,1
3981,1,1,-5,-5
3982,1,-5,4,1
3983,1,1,1,1
3984,1,1,1,1
3985,1,1,-5,-5
3986,1,1,1,-5
3987,1,1,1,1
3988,1,1,1,1
3989,1,3,1,1
3990,1,1,1,1
3991,1,1,-5,-5
3992,1,1,1,1
3993,1,-5,1,-5
3994,1,1,1,1
3995,1,1,1,1
3996,1,-5,-5,-5
3997,1,1,1,1
3998,1,-5,1,1
3999,1,1,1,-5
4000,1,4,1,1
4001,1,1,1,1
4002,1,1,1,1
4003,1,1,-5,-5
4004,1,1,-5,1
4005,1,1,1,1
4006,1,-5,-5,-5
4007,1,1,1,1
4008,1,1,-5,-5
4009,1,1,-5,-5
4010,1,-5,-5,-5
4011,1,-5,-5,-5
4012,1,1,1,1
4013,1,1,1,1
4014,2,8,-5,-5
4015,2,1,1,1
4016,2,1,-5,1
4017,1,2,2,1
4018,1,1,3,-5
4019,1,8,1,1
4020,1,8,-5,-5
4021,1,1,1,1
4022,1,1,1,1
4023,2,-5,-5,-5
4024,1,-5,-5,-5
4025,1,1,1,1
4026,1,-5,-5,-5
4027,1,4,1,1
4028,1,1,1,1
4029,1,3,1,1
4030,1,-5,-5,1
4031,1,1,1,1
4032,1,1,-5,-5
4033,1,1,1,1
4034,1,1,1,1
4035,1,1,1,8
4036,1,4,1,1
4037,1,1,2,3
4038,1,4,-5,-5
4039,1,1,1,1
4040,1,4,1,1
4041,1,1,1,1
4042,1,1,2,1
4043,1,1,1,1
4044,1,1,2,1
4045,1,-5,-5,-5
4046,1,1,3,2
4047,1,1,1,1
4048,1,-5,2,1
4049,1,-5,-5,-5
4050,1,1,1,-5
4051,1,1,1,-5
4052,1,1,1,1
4053,1,1,1,1
4054,1,1,-5,-5
4055,3,3,-5,-5
4056,1,-5,-5,-5
4057,2,-5,-5,-5
4058,2,1,-5,-5
4059,2,-5,-5,-5
4060,1,1,-5,-5
4061,1,-5,1,1
4062,1,-5,-5,-5
4063,1,1,1,1
4064,1,-5,1,1
4065,1,1,1,1
4066,1,1,1,8
4067,1,1,1,1
4068,1,1,6,-5
4069,1,1,1,1
4070,1,-5,-5,1
4071,1,1,-5,-5
4072,1,-5,-5,1
4073,1,1,-5,-5
4074,1,1,1,1
4075,1,-5,-5,-5
4076,1,-5,-5,-5
4077,1,-5,-5,-5
4078,1,-5,1,1
4079,1,1,1,1
4080,1,1,2,1
4081,1,2,1,1
4082,1,1,1,1
4083,1,1,1,1
4084,1,1,1,1
4085,1,4,-5,-5
4086,1,1,4,1
4087,1,-5,1,3
4088,1,1,1,1
4089,1,-5,1,-5
4090,1,1,1,1
4091,1,1,1,1
4092,1,4,-5,1
4093,1,1,1,1
4094,1,1,1,1
4095,1,-5,1,1
4096,1,1,1,1
4097,1,1,1,1
4098,1,1,1,1
4099,1,1,1,1
4100,1,1,1,1
4101,1,-5,1,1
4102,1,-5,-5,-5
4103,2,1,-5,-5
4104,2,-5,-5,-5
4105,1,1,1,1
4106,2,-5,-5,-5
4107,1,-5,1,-5
4108,1,1,1,1
4109,1,1,1,1
4110,1,1,1,1
4111,1,4,1,1
4112,1,1,1,1
4113,1,1,-5,1
4114,1,1,1,1
4115,1,-5,-5,-5
4116,1,-5,2,1
4117,1,-5,-5,-5
4118,1,1,1,1
4119,1,4,1,3
4120,1,1,1,1
4121,1,1,4,1
4122,1,-5,-5,-5
4123,1,1,1,1
4124,1,1,1,1
4125,1,1,1,-5
4126,1,1,1,1
4127,1,2,1,1
4128,1,1,1,-5
4129,1,3,3,1
4130,1,-5,1,1
4131,1,1,1,1
4132,1,1,1,4
4133,1,1,1,1
4134,1,1,1,1
4135,1,1,2,1
4136,1,1,1,3
4137,1,4,1,1
4138,1,4,1,2
4139,1,-5,8,-5
4140,1,-5,-5,-5
4141,1,1,1,1
4142,1,1,1,1
4143,2,-5,-5,-5
4144,2,4,-5,-5
4145,2,3,-5,-5
4146,1,1,1,1
4147,1,1,-5,-5
4148,1,-5,1,2
4149,1,3,3,2
4150,1,-5,-5,-5
4151,1,1,-5,-5
4152,1,-5,-5,-5
4153,1,1,-5,-5
4154,1,1,8,3
4155,1,1,4,1
4156,1,4,1,1
4157,1,8,6,1
4158,1,3,-5,-5
4159,1,-5,-5,-5
4160,3,8,8,8
4161,1,1,-5,-5
4162,1,1,1,1
4163,1,1,1,1
4164,1,1,1,1
4165,1,1,1,3
4166,1,1,1,1
4167,1,1,1,1
4168,1,1,1,1
4169,1,1,1,1
4170,1,1,3,1
4171,1,1,1,3
4172,1,-5,-5,-5
4173,1,1,1,1
4174,1,3,-5,1
4175,1,1,1,-5
4176,1,-5,-5,-5
4177,1,1,1,-5
4178,3,-5,-5,-5
4179,3,-5,-5,-5
4180,1,1,1,2
4181,1,1,-5,1
4182,3,8,-5,-5
4183,3,1,1,-5
4184,1,1,1,1
4185,1,1,1,1
4186,1,1,1,1
4187,1,3,1,1
4188,1,-5,-5,-5
4189,1,1,1,2
4190,1,-5,4,1
4191,1,1,1,4
4192,1,-5,-5,-5
4193,3,1,1,1
4194,3,-5,-5,-5
4195,1,1,1,1
4196,1,-5,-5,-5
4197,1,1,1,1
4198,1,1,1,1
4199,1,-5,1,1
4200,1,1,4,1
4201,1,1,1,1
4202,1,-5,-5,-5
4203,3,1,1,-5
4204,3,-5,-5,-5
4205,1,1,1,-5
4206,1,2,-5,1
4207,1,1,1,1
4208,1,-5,-5,-5
4209,1,1,-5,-5
4210,1,-5,4,-5
4211,1,1,-5,-5
4212,1,-5,4,1
4213,1,3,1,1
4214,1,-5,1,1
4215,1,1,1,1
4216,1,1,1,1
4217,1,1,1,1
4218,1,1,1,1
4219,1,1,1,1
4220,1,-5,-5,-5
4221,1,4,1,1
4222,1,1,-5,-5
4223,1,-5,-5,-5
4224,1,-5,1,1
4225,1,4,1,1
4226,1,-5,-5,-5
4227,1,-5,-5,-5
4228,1,1,1,1
4229,1,1,1,-5
4230,1,-5,1,1
4231,1,1,-5,-5
4232,1,1,1,1
4233,1,1,1,1
4234,1,1,-5,3
4235,1,-5,-5,-5
4236,1,1,1,1
4237,1,1,-5,-5
4238,1,1,8,1
4239,1,8,1,1
4240,1,1,1,1
4241,1,1,1,1
4242,1,1,1,1
4243,1,1,1,1
4244,1,1,3,1
4245,1,4,4,1
4246,1,1,8,1
4247,1,1,1,1
4248,1,1,1,-5
4249,1,-5,1,1
4250,1,1,1,1
4251,1,1,1,1
4252,1,1,1,1
4253,1,3,-5,-5
4254,1,1,1,6
4255,1,1,1,1
4256,1,-5,1,1
4257,1,1,1,1
4258,1,1,1,3
4259,1,1,1,-5
4260,1,1,4,1
4261,1,1,1,1
4262,1,1,1,1
4263,1,1,1,1
4264,1,4,-5,-5
4265,1,1,1,-5
4266,1,1,-5,-5
4267,1,1,-5,-5
4268,1,4,1,1
4269,1,1,1,1
4270,1,1,1,1
4271,1,-5,-5,-5
4272,1,1,2,1
4273,1,-5,-5,-5
4274,1,1,1,1
4275,1,1,1,-5
4276,2,-5,1,1
4277,2,1,-5,-5
4278,2,1,1,1
4279,1,1,1,1
4280,1,1,1,1
4281,1,1,1,3
4282,1,-5,1,1
4283,1,8,1,1
4284,1,1,1,1
4285,2,-5,1,1
4286,2,1,1,1
4287,2,3,-5,-5
4288,2,1,1,1
4289,1,1,1,1
4290,1,1,1,1
4291,1,-5,-5,1
4292,1,-5,-5,1
4293,1,-5,-5,-5
4294,2,4,1,1
4295,2,1,1,1
4296,2,1,1,1
4297,2,1,1,1
4298,2,1,1,1
4299,2,1,-5,1
4300,2,-5,-5,-5
4301,2,-5,1,1
4302,1,1,2,1
4303,2,-5,-5,-5
4304,2,1,2,1
4305,2,1,1,1
4306,1,1,-5,1
4307,1,4,1,1
4308,1,1,1,1
4309,1,1,1,1
4310,1,1,1,1
4311,1,4,1,1
4312,1,1,1,2
4313,1,1,1,1
4314,1,-5,-5,-5
4315,1,-5,-5,-5
4316,1,-5,-5,-5
4317,1,3,1,1
4318,2,1,1,1
4319,1,4,1,1
4320,2,1,1,1
4321,2,-5,-5,-5
4322,2,1,1,1
4323,2,1,-5,-5
4324,2,1,1,1
4325,2,3,1,1
4326,2,1,1,1
4327,1,1,1,1
4328,1,1,1,1
4329,1,1,1,1
4330,1,1,1,-5
4331,1,-5,-5,-5
4332,1,1,-5,2
4333,1,1,1,8
4334,1,1,2,1
4335,1,1,1,1
4336,2,1,-5,-5
4337,2,1,1,1
4338,2,1,1,1
4339,2,1,-5,1
4340,2,-5,-5,-5
4341,2,-5,-5,-5
4342,2,-5,1,1
4343,2,8,1,2
4344,2,4,-5,1
4345,2,3,1,1
4346,2,-5,-5,-5
4347,1,1,1,1
4348,1,1,-5,-5
4349,2,1,1,1
4350,2,-5,-5,-5
4351,2,1,1,1
4352,2,-5,-5,-5
4353,2,-5,-5,-5
4354,2,1,-5,1
4355,2,1,2,1
4356,2,8,3,-5
4357,2,1,1,3
4358,2,1,1,1
4359,2,-5,1,1
4360,2,1,1,1
4361,2,1,1,1
4362,2,1,-5,-5
4363,2,1,-5,-5
4364,1,-5,1,2
4365,1,1,1,1
4366,1,1,3,1
4367,1,-5,-5,-5
4368,1,1,1,1
4369,1,1,-5,1
4370,2,1,1,1
4371,2,-5,-5,-5
4372,2,1,4,-5
4373,1,1,1,1
4374,1,1,1,1
4375,1,4,1,1
4376,1,4,1,1
4377,1,1,1,1
4378,1,1,1,1
4379,1,1,-5,1
4380,1,-5,4,1
4381,1,1,1,1
4382,1,-5,-5,-5
4383,1,1,1,1
4384,1,1,1,1
4385,1,1,1,1
4386,1,1,1,1
4387,1,1,1,1
4388,1,1,1,1
4389,1,-5,-5,-5
4390,1,-5,1,1
4391,1,1,1,1
4392,1,4,1,1
4393,1,-5,-5,-5
4394,1,-5,-5,-5
4395,1,1,-5,-5
4396,1,1,1,1
4397,1,1,1,1
4398,2,-5,1,1
4399,2,1,-5,-5
4400,2,3,1,1
4401,2,-5,1,1
4402,1,-5,-5,-5
4403,2,-5,-5,-5
4404,2,1,1,1
4405,2,1,1,3
4406,2,1,1,1
4407,2,1,1,1
4408,2,1,1,3
4409,2,1,1,1
4410,2,1,1,1
4411,1,1,1,1
4412,2,1,-5,1
4413,2,1,1,1
4414,2,-5,1,1
4415,1,1,1,1
4416,1,-5,-5,-5
4417,1,1,1,1
4418,1,1,1,1
4419,1,3,1,3
4420,2,-5,-5,-5
4421,2,1,1,1
4422,2,1,2,2
4423,2,3,1,1
4424,1,1,1,1
4425,1,1,2,1
4426,2,-5,-5,-5
4427,2,1,3,1
4428,2,1,1,1
4429,2,1,1,4
4430,2,-5,-5,-5
4431,2,1,1,1
4432,2,1,-5,1
4433,2,1,8,1
4434,2,3,1,1
4435,1,-5,-5,1
4436,1,1,-5,-5
4437,1,1,1,2
4438,2,1,1,1
4439,1,8,4,1
4440,1,1,1,1
4441,2,1,-5,-5
4442,2,1,1,1
4443,2,-5,-5,-5
4444,1,1,1,1
4445,1,-5,1,1
4446,1,1,1,1
4447,1,1,-5,-5
4448,1,1,1,1
4449,1,1,1,1
4450,1,8,1,2
4451,1,1,1,1
4452,2,1,-5,-5
4453,2,-5,-5,1
4454,2,1,1,1
4455,2,1,-5,-5
4456,2,1,-5,-5
4457,2,1,1,1
4458,2,3,1,1
4459,2,3,1,1
4460,1,1,-5,1
4461,2,1,1,1
4462,2,1,1,1
4463,1,1,2,-5
4464,1,1,1,1
4465,1,1,1,1
4466,1,1,1,1
4467,1,1,1,1
4468,2,1,1,1
4469,2,3,-5,1
4470,1,1,1,1
4471,1,2,1,1
4472,1,1,-5,1
4473,1,1,1,1
4474,1,1,-5,-5
4475,2,-5,-5,-5
4476,2,1,3,1
4477,2,1,1,1
4478,2,-5,-5,-5
4479,1,1,1,1
4480,1,1,8,1
4481,1,1,-5,-5
4482,1,1,1,-5
4483,1,1,-5,-5
4484,1,-5,-5,-5
4485,1,1,-5,-5
4486,2,1,1,1
4487,2,1,-5,1
4488,2,-5,1,1
4489,2,1,1,-5
4490,2,1,3,-5
4491,2,1,1,3
4492,2,-5,1,1
4493,2,1,1,1
4494,1,1,-5,-5
4495,1,-5,1,-5
4496,1,1,-5,-5
4497,2,-5,1,1
4498,2,1,-5,-5
4499,2,1,-5,1
4500,1,1,2,1
4501,2,1,1,1
4502,2,-5,-5,-5
4503,1,1,1,-5
4504,1,-5,1,1
4505,1,-5,4,1
4506,1,1,1,-5
4507,1,1,2,1
4508,1,1,1,1
4509,1,1,1,1
4510,1,3,8,6
4511,2,-5,1,-5
4512,1,1,1,1
4513,1,1,-5,-5
4514,1,1,1,1
4515,1,1,6,3
4516,1,1,1,1
4517,1,1,4,-5
4518,1,1,1,1
4519,1,1,1,1
4520,1,1,1,1
4521,1,3,1,1
4522,1,1,1,1
4523,1,1,1,1
4524,1,-5,-5,-5
4525,1,1,1,-5
4526,1,-5,-5,-5
4527,1,-5,-5,-5
4528,1,1,-5,-5
4529,1,-5,-5,-5
4530,1,1,1,1
4531,1,1,1,1
4532,1,1,-5,-5
4533,1,1,-5,-5
4534,1,1,1,1
4535,1,-5,1,1
4536,2,-5,3,1
4537,2,-5,-5,-5
4538,1,1,1,1
4539,1,4,1,1
4540,1,4,1,1
4541,1,1,1,1
4542,2,-5,-5,-5
4543,2,1,1,3
4544,2,-5,-5,-5
4545,2,-5,-5,-5
4546,2,8,-5,-5
4547,2,1,-5,-5
4548,2,1,1,1
4549,1,1,-5,-5
4550,1,-5,-5,-5
4551,2,1,1,1
4552,2,4,1,-5
4553,2,4,1,1
4554,1,1,1,1
4555,1,-5,-5,-5
4556,2,1,-5,-5
4557,2,1,1,1
4558,2,1,1,1
4559,2,-5,-5,-5
4560,2,1,1,1
4561,2,1,-5,1
4562,2,3,3,2
4563,1,1,1,1
4564,1,1,1,-5
4565,1,1,1,-5
4566,1,-5,-5,-5
4567,1,1,1,1
4568,1,1,1,1
4569,1,1,1,-5
4570,1,-5,-5,-5
4571,1,1,8,1
4572,1,4,1,1
4573,1,1,1,-5
4574,1,2,2,1
4575,2,1,6,8
4576,2,-5,-5,-5
4577,1,1,1,1
4578,1,8,-5,1
4579,1,1,1,1
4580,1,1,1,1
4581,1,1,-5,-5
4582,1,1,-5,-5
4583,1,-5,-5,-5
4584,1,1,1,1
4585,1,1,-5,-5
4586,1,1,1,1
4587,1,4,1,1
4588,1,1,-5,-5
4589,1,1,1,1
4590,1,1,1,1
4591,1,1,1,1
4592,1,1,1,1
4593,2,3,1,1
4594,2,1,1,1
4595,2,-5,-5,-5
4596,2,1,2,1
4597,2,1,1,-5
4598,2,2,3,-5
4599,1,-5,-5,-5
4600,1,1,1,8
4601,1,1,1,1
4602,1,1,1,1
4603,2,4,1,1
4604,1,-5,-5,-5
4605,1,-5,-5,-5
4606,1,1,1,1
4607,1,1,1,1
4608,1,-5,-5,-5
4609,1,1,1,1
4610,1,-5,1,1
4611,1,-5,1,1
4612,1,-5,-5,-5
4613,1,-5,-5,-5
4614,1,-5,-5,-5
4615,1,-5,-5,1
4616,1,1,1,1
4617,1,1,1,-5
4618,1,-5,-5,-5
4619,2,-5,-5,-5
4620,2,-5,-5,1
4621,1,3,-5,1
4622,2,1,1,3
4623,2,8,1,3
4624,1,1,1,1
4625,2,1,1,1
4626,2,1,1,1
4627,2,1,1,2
4628,2,-5,1,1
4629,2,1,2,1
4630,2,-5,1,1
4631,2,1,1,1
4632,2,1,1,1
4633,2,-5,-5,-5
4634,2,-5,-5,-5
4635,2,3,3,3
4636,2,1,8,6
4637,2,1,1,1
4638,2,-5,-5,-5
4639,2,1,1,1
4640,2,1,-5,-5
4641,2,-5,-5,-5
4642,2,1,1,1
4643,2,4,1,-5
4644,2,1,1,1
4645,1,4,1,1
4646,2,1,1,1
4647,2,1,-5,-5
4648,2,1,1,8
4649,2,-5,-5,-5
4650,2,1,1,1
4651,2,-5,-5,-5
4652,2,-5,-5,-5
4653,2,4,1,1
4654,2,-5,1,8
4655,2,1,1,1
4656,2,-5,1,1
4657,2,8,1,1
4658,2,1,1,1
4659,2,1,1,-5
4660,2,1,1,1
4661,2,1,1,1
4662,1,1,1,-5
4663,1,1,1,1
4664,1,1,3,1
4665,1,-5,1,1
4666,1,1,1,1
4667,1,1,-5,-5
4668,2,1,1,1
4669,2,1,-5,-5
4670,1,-5,-5,-5
4671,2,1,1,2
4672,2,1,1,1
4673,2,1,2,1
4674,1,1,1,1
4675,2,1,1,1
4676,2,-5,-5,-5
4677,2,-5,-5,1
4678,2,1,1,-5
4679,2,1,-5,-5
4680,2,1,1,-5
4681,2,1,-5,-5
4682,2,1,1,-5
4683,2,1,1,1
4684,2,1,1,1
4685,2,1,-5,-5
4686,2,1,1,1
4687,2,-5,1,1
4688,2,1,1,1
4689,2,-5,-5,-5
4690,2,8,-5,-5
4691,2,-5,-5,-5
4692,2,1,1,1
4693,2,1,1,1
4694,2,1,-5,-5
4695,2,1,-5,-5
4696,2,-5,1,1
4697,1,1,1,1
4698,1,4,1,1
4699,1,1,1,1
4700,1,3,1,1
4701,2,1,1,1
4702,2,1,1,1
4703,2,-5,-5,-5
4704,2,1,1,-5
4705,2,-5,-5,-5
4706,2,-5,-5,1
4707,2,-5,-5,-5
4708,2,1,1,-5
4709,2,1,1,1
4710,2,1,-5,1
4711,2,8,6,8
4712,2,1,1,1
4713,2,1,1,1
4714,2,1,-5,-5
4715,1,1,1,1
4716,1,1,1,1
4717,1,2,1,1
4718,1,4,1,1
4719,1,1,-5,-5
4720,1,8,-5,3
4721,1,-5,1,1
4722,1,1,1,-5
4723,1,8,1,3
4724,2,1,1,1
4725,2,-5,-5,-5
4726,2,3,-5,-5
4727,2,-5,3,-5
4728,2,-5,-5,-5
4729,2,-5,-5,-5
4730,2,1,1,1
4731,2,1,1,1
4732,2,1,8,1
4733,2,1,1,1
4734,2,1,1,2
4735,2,1,1,1
4736,2,1,1,1
4737,2,1,-5,-5
4738,2,-5,1,1
4739,2,1,1,1
4740,2,1,1,1
4741,2,1,8,1
4742,2,1,1,1
4743,2,1,1,1
4744,2,1,1,1
4745,2,-5,-5,-5
4746,2,1,-5,-5
4747,1,1,1,1
4748,1,3,1,1
4749,2,-5,1,1
4750,1,-5,-5,-5
4751,2,1,1,-5
4752,1,1,1,1
4753,2,-5,-5,3
4754,2,-5,-5,1
4755,2,-5,-5,-5
4756,2,1,1,1
4757,2,1,1,1
4758,2,1,1,1
4759,2,-5,1,3
4760,2,1,1,1
4761,2,-5,1,8
4762,1,1,-5,-5
4763,2,1,1,-5
4764,1,-5,1,1
4765,3,3,1,1
4766,1,1,1,1
4767,3,3,-5,1
4768,1,1,1,1
4769,3,1,1,1
4770,1,-5,-5,-5
4771,1,1,1,-5
4772,1,1,1,1
4773,1,1,1,1
4774,1,1,1,1
4775,1,1,1,1
4776,1,1,1,1
4777,1,1,1,2
4778,1,1,1,1
4779,1,1,1,1
4780,1,1,1,1
4781,1,-5,-5,-5
4782,1,-5,-5,-5
